Título,,,,
H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),,,,
Área Geográfica,,,,
Toda la Base de Datos,,,,
Frecuencia,,,,
  de H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),,,,
,,,,
,AREA # 0101,"Amazonas, provincia: Chachapoyas",,
,,,,
,AREA # 2204,"San Martín, provincia: Huallaga",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   8 079,"100,00%","100,00%"
,Total,   8 079,"100,00%","100,00%"
,,,,
,No Aplica :,    19,,
,,,,
,AREA # 2205,"San Martín, provincia: Lamas",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   22 072,"100,00%","100,00%"
,Total,   22 072,"100,00%","100,00%"
,,,,
,No Aplica :,    44,,
,,,,
,AREA # 2206,"San Martín, provincia: Mariscal Cáceres",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   17 065,"100,00%","100,00%"
,Total,   17 065,"100,00%","100,00%"
,,,,
,No Aplica :,    72,,
,,,,
,AREA # 2207,"San Martín, provincia: Picota",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   10 945,"100,00%","100,00%"
,Total,   10 945,"100,00%","100,00%"
,,,,
,No Aplica :,    23,,
,,,,
,AREA # 2208,"San Martín, provincia: Rioja",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   34 094,"100,00%","100,00%"
,Total,   34 094,"100,00%","100,00%"
,,,,
,No Aplica :,    71,,
,,,,
,AREA # 2209,"San Martín, provincia: San Martín",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   53 296,"100,00%","100,00%"
,Total,   53 296,"100,00%","100,00%"
,,,,
,No Aplica :,    264,,
,,,,
,AREA # 2210,"San Martín, provincia: Tocache",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   19 026,"100,00%","100,00%"
,Total,   19 026,"100,00%","100,00%"
,,,,
,No Aplica :,    77,,
,,,,
,AREA # 2301,"Tacna, provincia: Tacna",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   96 269,"100,00%","100,00%"
,Total,   96 269,"100,00%","100,00%"
,,,,
,No Aplica :,    430,,
,,,,
,AREA # 2302,"Tacna, provincia: Candarave",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   2 576,"100,00%","100,00%"
,Total,   2 576,"100,00%","100,00%"
,,,,
,No Aplica :,    23,,
,,,,
,AREA # 2303,"Tacna, provincia: Jorge Basadre",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   3 168,"100,00%","100,00%"
,Total,   3 168,"100,00%","100,00%"
,,,,
,No Aplica :,    70,,
,,,,
,AREA # 2304,"Tacna, provincia: Tarata",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   2 465,"100,00%","100,00%"
,Total,   2 465,"100,00%","100,00%"
,,,,
,No Aplica :,    7,,
,,,,
,AREA # 2401,"Tumbes, provincia: Tumbes",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   42 883,"100,00%","100,00%"
,Total,   42 883,"100,00%","100,00%"
,,,,
,No Aplica :,    167,,
,,,,
,AREA # 2402,"Tumbes, provincia: Contralmirante Villar",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   5 790,"100,00%","100,00%"
,Total,   5 790,"100,00%","100,00%"
,,,,
,No Aplica :,    77,,
,,,,
,AREA # 2403,"Tumbes, provincia: Zarumilla",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   13 925,"100,00%","100,00%"
,Total,   13 925,"100,00%","100,00%"
,,,,
,No Aplica :,    59,,
,,,,
,AREA # 2501,"Ucayali, provincia: Coronel Portillo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   93 603,"100,00%","100,00%"
,Total,   93 603,"100,00%","100,00%"
,,,,
,No Aplica :,    210,,
,,,,
,AREA # 2502,"Ucayali, provincia: Atalaya",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   12 314,"100,00%","100,00%"
,Total,   12 314,"100,00%","100,00%"
,,,,
,No Aplica :,    96,,
,,,,
,AREA # 2503,"Ucayali, provincia: Padre Abad",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   15 651,"100,00%","100,00%"
,Total,   15 651,"100,00%","100,00%"
,,,,
,No Aplica :,    368,,
,,,,
,AREA # 2504,"Ucayali, provincia: Purús",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,    688,"100,00%","100,00%"
,Total,    688,"100,00%","100,00%"
,,,,
,No Aplica :,    6,,
,,,,
,RESUMEN,,,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,  7 812 050,"94,67%","94,67%"
,Sí usa gas natural,   440 234,"5,33%","100,00%"
,Total,  8 252 284,"100,00%","100,00%"
,,,,
,No Aplica :,   31 001,,
,,,,
Fuente: Censos Nacionales de Población y Vivienda 2017,,,,
Instituto Nacional de Estadística e Informática (INEI) - PERÚ,,,,
