Título,,,,
H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),,,,
Área Geográfica,,,,
Toda la Base de Datos,,,,
Frecuencia,,,,
  de H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),,,,
,,,,
,AREA # 0101,"Amazonas, provincia: Chachapoyas",,
,,,,
,,,,
,AREA # 1001,"Huánuco, provincia: Huánuco",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   80 760,"100,00%","100,00%"
,Total,   80 760,"100,00%","100,00%"
,,,,
,No Aplica :,    211,,
,,,,
,AREA # 1002,"Huánuco, provincia: Ambo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   14 866,"100,00%","100,00%"
,Total,   14 866,"100,00%","100,00%"
,,,,
,No Aplica :,    33,,
,,,,
,AREA # 1003,"Huánuco, provincia: Dos De Mayo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   9 928,"100,00%","100,00%"
,Total,   9 928,"100,00%","100,00%"
,,,,
,No Aplica :,    46,,
,,,,
,AREA # 1004,"Huánuco, provincia: Huacaybamba",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   4 424,"100,00%","100,00%"
,Total,   4 424,"100,00%","100,00%"
,,,,
,No Aplica :,    14,,
,,,,
,AREA # 1005,"Huánuco, provincia: Huamalíes",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   15 478,"100,00%","100,00%"
,Total,   15 478,"100,00%","100,00%"
,,,,
,No Aplica :,    52,,
,,,,
,AREA # 1006,"Huánuco, provincia: Leoncio Prado",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   35 518,"100,00%","100,00%"
,Total,   35 518,"100,00%","100,00%"
,,,,
,No Aplica :,    219,,
,,,,
,AREA # 1007,"Huánuco, provincia: Marañón",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   7 424,"100,00%","100,00%"
,Total,   7 424,"100,00%","100,00%"
,,,,
,No Aplica :,    81,,
,,,,
,AREA # 1008,"Huánuco, provincia: Pachitea",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   13 980,"100,00%","100,00%"
,Total,   13 980,"100,00%","100,00%"
,,,,
,No Aplica :,    63,,
,,,,
,AREA # 1009,"Huánuco, provincia: Puerto Inca",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   8 923,"100,00%","100,00%"
,Total,   8 923,"100,00%","100,00%"
,,,,
,No Aplica :,    70,,
,,,,
,AREA # 1010,"Huánuco, provincia: Lauricocha",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   5 595,"100,00%","100,00%"
,Total,   5 595,"100,00%","100,00%"
,,,,
,No Aplica :,    38,,
,,,,
,AREA # 1011,"Huánuco, provincia: Yarowilca",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   6 555,"100,00%","100,00%"
,Total,   6 555,"100,00%","100,00%"
,,,,
,No Aplica :,    30,,
,,,,
,AREA # 1101,"Ica, provincia: Ica",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   93 532,"85,55%","85,55%"
,Sí usa gas natural,   15 796,"14,45%","100,00%"
,Total,   109 328,"100,00%","100,00%"
,,,,
,No Aplica :,   1 062,,
,,,,
,AREA # 1102,"Ica, provincia: Chincha",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   52 440,"86,32%","86,32%"
,Sí usa gas natural,   8 312,"13,68%","100,00%"
,Total,   60 752,"100,00%","100,00%"
,,,,
,No Aplica :,    250,,
,,,,
,AREA # 1103,"Ica, provincia: Nazca",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   18 886,"89,89%","89,89%"
,Sí usa gas natural,   2 123,"10,11%","100,00%"
,Total,   21 009,"100,00%","100,00%"
,,,,
,No Aplica :,    521,,
,,,,
,AREA # 1104,"Ica, provincia: Palpa",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   4 244,"100,00%","100,00%"
,Total,   4 244,"100,00%","100,00%"
,,,,
,No Aplica :,    36,,
,,,,
,AREA # 1105,"Ica, provincia: Pisco",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   35 594,"83,35%","83,35%"
,Sí usa gas natural,   7 111,"16,65%","100,00%"
,Total,   42 705,"100,00%","100,00%"
,,,,
,No Aplica :,    301,,
,,,,
,AREA # 1201,"Junín, provincia: Huancayo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   150 673,"100,00%","100,00%"
,Total,   150 673,"100,00%","100,00%"
,,,,
,No Aplica :,    374,,
,,,,
,AREA # 1202,"Junín, provincia: Concepción",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   16 427,"100,00%","100,00%"
,Total,   16 427,"100,00%","100,00%"
,,,,
,No Aplica :,    30,,
,,,,
,AREA # 1203,"Junín, provincia: Chanchamayo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   44 480,"100,00%","100,00%"
,Total,   44 480,"100,00%","100,00%"
,,,,
,No Aplica :,    178,,
,,,,
,AREA # 1204,"Junín, provincia: Jauja",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   25 303,"100,00%","100,00%"
,Total,   25 303,"100,00%","100,00%"
,,,,
,No Aplica :,    52,,
,,,,
,AREA # 1205,"Junín, provincia: Junín",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   7 594,"100,00%","100,00%"
,Total,   7 594,"100,00%","100,00%"
,,,,
,No Aplica :,    17,,
,,,,
,AREA # 1206,"Junín, provincia: Satipo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   52 254,"100,00%","100,00%"
,Total,   52 254,"100,00%","100,00%"
,,,,
,No Aplica :,    174,,
,,,,
,AREA # 1207,"Junín, provincia: Tarma",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   27 428,"100,00%","100,00%"
,Total,   27 428,"100,00%","100,00%"
,,,,
,No Aplica :,    69,,
,,,,
,AREA # 1208,"Junín, provincia: Yauli",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   10 632,"100,00%","100,00%"
,Total,   10 632,"100,00%","100,00%"
,,,,
,No Aplica :,    151,,
,,,,
,AREA # 1209,"Junín, provincia: Chupaca",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   14 922,"100,00%","100,00%"
,Total,   14 922,"100,00%","100,00%"
,,,,
,No Aplica :,    17,,
,,,,
,AREA # 1301,"La Lbertad, provincia: Trujillo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   250 281,"100,00%","100,00%"
,Total,   250 281,"100,00%","100,00%"
,,,,
,No Aplica :,    554,,
,,,,
,AREA # 1302,"La Lbertad, provincia: Ascope",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   31 716,"100,00%","100,00%"
,Total,   31 716,"100,00%","100,00%"
,,,,
,No Aplica :,    121,,
,,,,
,AREA # 1303,"La Lbertad, provincia: Bolívar",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   4 042,"100,00%","100,00%"
,Total,   4 042,"100,00%","100,00%"
,,,,
,No Aplica :,    10,,
,,,,
,AREA # 1304,"La Lbertad, provincia: Chepén",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   22 549,"100,00%","100,00%"
,Total,   22 549,"100,00%","100,00%"
,,,,
,No Aplica :,    39,,
,,,,
,AREA # 1305,"La Lbertad, provincia: Julcán",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   9 006,"100,00%","100,00%"
,Total,   9 006,"100,00%","100,00%"
,,,,
,No Aplica :,    28,,
,,,,
,AREA # 1306,"La Lbertad, provincia: Otuzco",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   24 057,"100,00%","100,00%"
,Total,   24 057,"100,00%","100,00%"
,,,,
,No Aplica :,    60,,
,,,,
,AREA # 1307,"La Lbertad, provincia: Pacasmayo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   29 439,"100,00%","100,00%"
,Total,   29 439,"100,00%","100,00%"
,,,,
,No Aplica :,    77,,
,,,,
,AREA # 1308,"La Lbertad, provincia: Pataz",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   18 871,"100,00%","100,00%"
,Total,   18 871,"100,00%","100,00%"
,,,,
,No Aplica :,    218,,
,,,,
,AREA # 1309,"La Lbertad, provincia: Sánchez Carrión",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   38 881,"100,00%","100,00%"
,Total,   38 881,"100,00%","100,00%"
,,,,
,No Aplica :,    89,,
,,,,
,AREA # 1310,"La Lbertad, provincia: Santiago de Chuco",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   14 362,"100,00%","100,00%"
,Total,   14 362,"100,00%","100,00%"
,,,,
,No Aplica :,    213,,
,,,,
,AREA # 1311,"La Lbertad, provincia: Gran Chimú",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   7 959,"100,00%","100,00%"
,Total,   7 959,"100,00%","100,00%"
,,,,
,No Aplica :,    32,,
,,,,
,AREA # 1312,"La Lbertad, provincia: Virú",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   22 864,"100,00%","100,00%"
,Total,   22 864,"100,00%","100,00%"
,,,,
,No Aplica :,    67,,
,,,,
,AREA # 1401,"Lambayeque, provincia: Chiclayo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   208 531,"100,00%","100,00%"
,Total,   208 531,"100,00%","100,00%"
,,,,
,No Aplica :,    425,,
,,,,
,AREA # 1402,"Lambayeque, provincia: Ferreñafe",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   25 421,"100,00%","100,00%"
,Total,   25 421,"100,00%","100,00%"
,,,,
,No Aplica :,    83,,
,,,,
,AREA # 1403,"Lambayeque, provincia: Lambayeque",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   75 035,"100,00%","100,00%"
,Total,   75 035,"100,00%","100,00%"
,,,,
,No Aplica :,    136,,
,,,,
,AREA # 1501,"Lima, provincia: Lima",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,  1 970 608,"83,71%","83,71%"
,Sí usa gas natural,   383 342,"16,29%","100,00%"
,Total,  2 353 950,"100,00%","100,00%"
,,,,
,No Aplica :,   5 830,,
,,,,
,AREA # 1502,"Lima, provincia: Barranca",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   40 450,"100,00%","100,00%"
,Total,   40 450,"100,00%","100,00%"
,,,,
,No Aplica :,    123,,
,,,,
,AREA # 1503,"Lima, provincia: Cajatambo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   2 235,"100,00%","100,00%"
,Total,   2 235,"100,00%","100,00%"
,,,,
,No Aplica :,    35,,
,,,,
,AREA # 1504,"Lima, provincia: Canta",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   3 978,"100,00%","100,00%"
,Total,   3 978,"100,00%","100,00%"
,,,,
,No Aplica :,    56,,
,,,,
,AREA # 1505,"Lima, provincia: Cañete",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   66 901,"100,00%","100,00%"
,Total,   66 901,"100,00%","100,00%"
,,,,
,No Aplica :,    360,,
,,,,
,AREA # 1506,"Lima, provincia: Huaral",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   49 999,"100,00%","100,00%"
,Total,   49 999,"100,00%","100,00%"
,,,,
,No Aplica :,    271,,
,,,,
,AREA # 1507,"Lima, provincia: Huarochirí",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   17 442,"100,00%","100,00%"
,Total,   17 442,"100,00%","100,00%"
,,,,
,No Aplica :,    147,,
,,,,
,AREA # 1508,"Lima, provincia: Huaura",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   64 619,"100,00%","100,00%"
,Total,   64 619,"100,00%","100,00%"
,,,,
,No Aplica :,    183,,
,,,,
,AREA # 1509,"Lima, provincia: Oyón",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   4 678,"100,00%","100,00%"
,Total,   4 678,"100,00%","100,00%"
,,,,
,No Aplica :,    58,,
,,,,
,AREA # 1510,"Lima, provincia: Yauyos",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   6 870,"100,00%","100,00%"
,Total,   6 870,"100,00%","100,00%"
,,,,
,No Aplica :,    53,,
,,,,
,AREA # 1601,"Loreto, provincia: Maynas",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   106 846,"100,00%","100,00%"
,Total,   106 846,"100,00%","100,00%"
,,,,
,No Aplica :,    506,,
,,,,
,AREA # 1602,"Loreto, provincia: Alto Amazonas",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   29 009,"100,00%","100,00%"
,Total,   29 009,"100,00%","100,00%"
,,,,
,No Aplica :,    153,,
,,,,
,AREA # 1603,"Loreto, provincia: Loreto",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   13 726,"100,00%","100,00%"
,Total,   13 726,"100,00%","100,00%"
,,,,
,No Aplica :,    108,,
,,,,
,AREA # 1604,"Loreto, provincia: Mariscal Ramón Castilla",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   10 550,"100,00%","100,00%"
,Total,   10 550,"100,00%","100,00%"
,,,,
,No Aplica :,    85,,
,,,,
,AREA # 1605,"Loreto, provincia: Requena",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   12 425,"100,00%","100,00%"
,Total,   12 425,"100,00%","100,00%"
,,,,
,No Aplica :,    72,,
,,,,
,AREA # 1606,"Loreto, provincia: Ucayali",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   12 156,"100,00%","100,00%"
,Total,   12 156,"100,00%","100,00%"
,,,,
,No Aplica :,    217,,
,,,,
,AREA # 1607,"Loreto, provincia: Datem del Marañón",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   10 249,"100,00%","100,00%"
,Total,   10 249,"100,00%","100,00%"
,,,,
,No Aplica :,    65,,
,,,,
,AREA # 1608,"Loreto, provincia: Putumayo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   1 724,"100,00%","100,00%"
,Total,   1 724,"100,00%","100,00%"
,,,,
,No Aplica :,    49,,
,,,,
,AREA # 1701,Madre de Dios prov. de Tambopata,,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   32 689,"100,00%","100,00%"
,Total,   32 689,"100,00%","100,00%"
,,,,
,No Aplica :,    335,,
,,,,
,AREA # 1702,Madre de Dios prov. de Manu,,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   5 603,"100,00%","100,00%"
,Total,   5 603,"100,00%","100,00%"
,,,,
,No Aplica :,    85,,
,,,,
,AREA # 1703,Madre de Dios prov. de Tahuamanu,,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   3 120,"100,00%","100,00%"
,Total,   3 120,"100,00%","100,00%"
,,,,
,No Aplica :,    53,,
,,,,
,AREA # 1801,"Moquegua, provincia: Mariscal Nieto",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   28 802,"100,00%","100,00%"
,Total,   28 802,"100,00%","100,00%"
,,,,
,No Aplica :,    334,,
,,,,
,AREA # 1802,"Moquegua, provincia: General Sánchez Cerro",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   6 405,"100,00%","100,00%"
,Total,   6 405,"100,00%","100,00%"
,,,,
,No Aplica :,    81,,
,,,,
,AREA # 1803,"Moquegua, provincia: Ilo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   23 795,"100,00%","100,00%"
,Total,   23 795,"100,00%","100,00%"
,,,,
,No Aplica :,    190,,
,,,,
,AREA # 1901,"Pasco, provincia: Pasco",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   33 251,"100,00%","100,00%"
,Total,   33 251,"100,00%","100,00%"
,,,,
,No Aplica :,    342,,
,,,,
,AREA # 1902,"Pasco, provincia: Daniel Alcides Carrión",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   10 998,"100,00%","100,00%"
,Total,   10 998,"100,00%","100,00%"
,,,,
,No Aplica :,    27,,
,,,,
,AREA # 1903,"Pasco, provincia: Oxapampa",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   24 948,"100,00%","100,00%"
,Total,   24 948,"100,00%","100,00%"
,,,,
,No Aplica :,    323,,
,,,,
,AREA # 2001,"Piura, provincia: Piura",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   205 269,"100,00%","100,00%"
,Total,   205 269,"100,00%","100,00%"
,,,,
,No Aplica :,    374,,
,,,,
,AREA # 2002,"Piura, provincia: Ayabaca",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   31 506,"100,00%","100,00%"
,Total,   31 506,"100,00%","100,00%"
,,,,
,No Aplica :,    103,,
,,,,
,AREA # 2003,"Piura, provincia: Huancabamba",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   31 975,"100,00%","100,00%"
,Total,   31 975,"100,00%","100,00%"
,,,,
,No Aplica :,    147,,
,,,,
,AREA # 2004,"Piura, provincia: Morropón",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   46 727,"100,00%","100,00%"
,Total,   46 727,"100,00%","100,00%"
,,,,
,No Aplica :,    112,,
,,,,
,AREA # 2005,"Piura, provincia: Paita",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   35 019,"100,00%","100,00%"
,Total,   35 019,"100,00%","100,00%"
,,,,
,No Aplica :,    58,,
,,,,
,AREA # 2006,"Piura, provincia: Sullana",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   83 430,"100,00%","100,00%"
,Total,   83 430,"100,00%","100,00%"
,,,,
,No Aplica :,    141,,
,,,,
,AREA # 2007,"Piura, provincia: Talara",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   38 305,"100,00%","100,00%"
,Total,   38 305,"100,00%","100,00%"
,,,,
,No Aplica :,    452,,
,,,,
,AREA # 2008,"Piura, provincia: Sechura",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   20 455,"100,00%","100,00%"
,Total,   20 455,"100,00%","100,00%"
,,,,
,No Aplica :,    103,,
,,,,
,AREA # 2101,"Puno, provincia: Puno",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   76 177,"100,00%","100,00%"
,Total,   76 177,"100,00%","100,00%"
,,,,
,No Aplica :,    245,,
,,,,
,AREA # 2102,"Puno, provincia: Azángaro",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   39 744,"100,00%","100,00%"
,Total,   39 744,"100,00%","100,00%"
,,,,
,No Aplica :,    54,,
,,,,
,AREA # 2103,"Puno, provincia: Carabaya",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   25 287,"100,00%","100,00%"
,Total,   25 287,"100,00%","100,00%"
,,,,
,No Aplica :,    96,,
,,,,
,AREA # 2104,"Puno, provincia: Chucuito",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   36 744,"100,00%","100,00%"
,Total,   36 744,"100,00%","100,00%"
,,,,
,No Aplica :,    82,,
,,,,
,AREA # 2105,"Puno, provincia: El Collao",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   26 072,"100,00%","100,00%"
,Total,   26 072,"100,00%","100,00%"
,,,,
,No Aplica :,    71,,
,,,,
,AREA # 2106,"Puno, provincia: Huancané",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   23 730,"100,00%","100,00%"
,Total,   23 730,"100,00%","100,00%"
,,,,
,No Aplica :,    76,,
,,,,
,AREA # 2107,"Puno, provincia: Lampa",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   16 196,"100,00%","100,00%"
,Total,   16 196,"100,00%","100,00%"
,,,,
,No Aplica :,    45,,
,,,,
,AREA # 2108,"Puno, provincia: Melgar",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   22 683,"100,00%","100,00%"
,Total,   22 683,"100,00%","100,00%"
,,,,
,No Aplica :,    322,,
,,,,
,AREA # 2109,"Puno, provincia: Moho",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   9 003,"100,00%","100,00%"
,Total,   9 003,"100,00%","100,00%"
,,,,
,No Aplica :,    11,,
,,,,
,AREA # 2110,"Puno, provincia: San Antonio de Putina",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   12 723,"100,00%","100,00%"
,Total,   12 723,"100,00%","100,00%"
,,,,
,No Aplica :,    71,,
,,,,
,AREA # 2111,"Puno, provincia: San Román",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   92 138,"100,00%","100,00%"
,Total,   92 138,"100,00%","100,00%"
,,,,
,No Aplica :,    191,,
,,,,
,AREA # 2112,"Puno, provincia: Sandia",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   20 109,"100,00%","100,00%"
,Total,   20 109,"100,00%","100,00%"
,,,,
,No Aplica :,    81,,
,,,,
,AREA # 2113,"Puno, provincia: Yunguyo",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   14 363,"100,00%","100,00%"
,Total,   14 363,"100,00%","100,00%"
,,,,
,No Aplica :,    29,,
,,,,
,AREA # 2201,"San Martín, provincia: Moyobamba",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   33 793,"100,00%","100,00%"
,Total,   33 793,"100,00%","100,00%"
,,,,
,No Aplica :,    153,,
,,,,
,AREA # 2202,"San Martín, provincia: Bellavista",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   14 889,"100,00%","100,00%"
,Total,   14 889,"100,00%","100,00%"
,,,,
,No Aplica :,    38,,
,,,,
,AREA # 2203,"San Martín, provincia: El Dorado",,
,,,,
,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),Casos,%,Acumulado %
,No usa gas natural,   9 405,"100,00%","100,00%"
,Total,   9 405,"100,00%","100,00%"
,,,,
,No Aplica :,    11,,
,,,,
